"dataset","formato","URLdataset","URLsezione","tracciaRecordAttributi","UbicazionePresenzaAttributo","IndirizzoCompletoPresenzaAttributo","DatiCatastaliPresenzaAttributo","SuperficiePresenzaAttributo","PeriodoCostruzionePresenzaAttributo","ValoreAttualePresenzaAttributo","NonPubblicato","PubblicatoMale","URIdbpediaEnte"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAndria","http://trasparenza.nexacenter.org/id/Pdf_raster","http://www.comune.andria.bt.it/public/tvm/64/fabbricati%20demaniali.pdf","http://www.comune.andria.bt.it/at1.asp?id1=14","Unità Immobiliari , Valore , Quota , Residuo , Fondo",1,1,1,1,0,1,,1,"http://it.dbpedia.org/resource/Andria"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareBari","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.bari.it/portal/pls/portal/docs/1/1016840.PDF","http://www.comune.bari.it/portal/page/portal/bari/comune/amministrazioneTrasparente/beniImmobiliEGestionePatrimonio",,1,1,1,1,1,1,,1,"http://it.dbpedia.org/resource/Bari"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareReggionell-27Emilia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.municipio.re.it/retecivica/urp/retecivi.nsf/PESIdDoc/3E998892F7DE2FABC1257C700037F3B4/%24file/2013%20-%20Informazioni%20identificative%20degli%20immobili%20posseduti.pdf","http://www.municipio.re.it/retecivica/urp/retecivi.nsf/PESDocumentID/3E998892F7DE2FABC1257C700037F3B4?opendocument&FROM=lncdcntrttpssvdlCmn",,1,0,0,0,0,0,,1,"http://it.dbpedia.org/resource/Reggio_nell%27Emilia"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAvellino",,,"http://www.comune.avellino.it/amministrazionetrasparente/patrimonio/patrimonio.php",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Avellino"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareL-27Aquila",,,"http://trasparenza.comune.laquila.gov.it/pagina734_patrimonio-immobiliare.html",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/L%27Aquila"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareBiella",,,,,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Biella"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAgrigento","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.agrigento.it/download/atti_on_line/anno%202013/elenco_beni_immobili.pdf","http://www.contrasparenza.it/id11-arg81-det73530-Patrimonio-immobiliare-%28art.-30%29","data inserimento , valore , Rif Arch , Descrizione , Foglio , Num , Sub , Cat , ID",0,0,1,0,0,1,,,"http://it.dbpedia.org/resource/Agrigento"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAlessandria","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.alessandria.it/flex/cm/pages/ServeAttachment.php/L/IT/D/7%252F6%252Fc%252FD.cb5688efdd55fdd55661/P/BLOB%3AID%3D9623","http://www.comune.alessandria.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/9623","cod. viario, n.inv., via. n. civico, circoscrizione, uso, foglio, mappale, sub, piani, vani, mq lordi, categoria UTE, r.c. presunta, valore",1,1,1,1,0,1,,,"http://it.dbpedia.org/resource/Alessandria"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareArezzo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.arezzo.it/il-comne/direzione-generale/ufficio-patrimonio/trasparenza/patrimonio-immobiliare/files/elenco-immobili-in-proprieta.pdf","http://www.comune.arezzo.it/il-comune/direzione-generale/ufficio-patrimonio/trasparenza/patrimonio-immobiliare","Tipologia , Categoria , Numero inventario , sub , Descrizione dell'immobile",1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Arezzo"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAscoliPiceno","http://trasparenza.nexacenter.org/id/Ods","http://www.comuneap.gov.it/flex/cm/pages/ServeAttachment.php/L/IT/D/4%252Fa%252F6%252FD.11a0f875f2af21b84259/P/BLOB%3AID%3D5829","http://www.comuneap.gov.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/5829","immobile , ubicazione",1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Ascoli_Piceno"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareBarletta","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.barletta.ba.it/retecivica/ammtrasp/file/Elenco%20Immobili%20Comunali%2024%2010%202013%20%20A.pdf.p7m","http://www.comune.barletta.ba.it/retecivica/ammtrasp/14.1.patr_imm.html","Immobile , Indirizzo , Fab/Ter , Foglio ,Sub , Cat , Vani , Mq",1,1,1,1,0,0,,,"http://it.dbpedia.org/resource/Barletta"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareBelluno","http://trasparenza.nexacenter.org/id/Html_tabellare","http://cdn1.regione.veneto.it/alfstreaming-servlet/streamer/resourceId/1508d72d-b13a-41fd-80a6-1499b93cdfc7/terreni_31_12_2013","http://www.comune.belluno.it/web/belluno/area-istituzionale/amministrazione-trasparente?p_p_id=ALFRESCO_MYPORTAL_CONTENT_PROXY_WAR_myportalportlet_INSTANCE_Yl0I&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-3&p_p_col_count=1&template=/r","Descrizione del bene , Indirizzo , Foglio , Particella , Bene Silvo-pastorale , Uso civico",1,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Belluno"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareBenevento","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.benevento.it/bn2_pagine/trasparenza/14Beni%20immobili/ERP.pdf","http://www.comune.benevento.it/bn2_pagine/trasparenza/14Beni%20immobili/Patrimonio_immobiliare.php","Immobile, ubicaizone, foglio,particella, sub, z.c., cat., classe, consistenza, sup. cat.le, rnedita, canone annuo",1,1,1,1,0,0,,,"http://it.dbpedia.org/resource/Benevento"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareBergamo","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.bergamo.it/servizi/gestionedocumentale/visualizzadocumento.aspx?ID=23312","http://www.comune.bergamo.it/servizi/menu/dinamica.aspx?idArea=41291&idCat=41291&ID=41291","NATURA_BENE ,	STATO_ACCATAST ,	TIPO_CATASTO , LOCALIZZAZIONE , INDIRIZZO ,	CIVICO ,	DENOMINAZIONE ,	COMUNE	 , COMUNE_T ,	SEZ_AMM , SEZ_CATASTO , FOGLIO , 	FOGLIO_T ,	MAPPALE , MAPPALE_T ,	DEN_T ,	TIPO_T ,	SUBALT ,	TIPO_UTILIZZO ,	COMPROPR , TIPO_FABBR ,	TIPO_TERRENO ,	STATO_UTILIZZO ,	 FINALITA_FABB ,	FINALITA_TERR ,	ALTRA_FINALITA ,	NAT_GIURID , 	SUP.LORDA ,	CUBATURA ,	SUP.PERTINENZA ,	VAL.CONTO PATR. ,	VAL.MERCATO ,	ANNO_STIMA , 	EPOCA_COSTR ,	VINCOLI ,	TERR_EDIFICABILE ,	DIR_SUPERFICIE ,	 IPOTECHE ,	PROPRIETARIO ,	ALTROPROP , NOTE",1,1,1,1,1,1,,,"http://it.dbpedia.org/resource/Bergamo"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareCuneo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.cuneo.gov.it/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/patrimonio-immobiliare.html","http://www.comune.cuneo.gov.it/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/","identificativo immobile, descrizione, valore attuale di bilancio",0,0,1,0,0,1,,,"http://it.dbpedia.org/resource/Cuneo"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareNovara","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/csv/beniImmobili.csv","http://www.comune.novara.it/comune/trasparenza/amministrazioneTrasparente/beniImmobili/patrimonioImmobiliare.php","Natura del bene, Stato di accatastamento, Tipo di catasto, Localizzazione Geografica, Indirizzo, Numero civico, Denominazione del bene, Codice Comune (Ordinario), Codice Comune (Tavolare), Sezione Amministrativa/Censuaria, Sezione Urbana Catasto, Foglio Catasto (Ordinario), Foglio Catasto (Tavolare), Particella/Mappale Catasto (Ordinario), Particella/Mappale Catasto (Tavolare), Denominatore Catasto (Tavolare), Tipo Particella Catasto (Tavolare), Subalterno, Titolo di utilizzo/detenzione, Immobile/terreno in comproprietà, Tipologia dell'immobile, Tipologia del terreno, Utilizzo del bene immobile, Finalità (Fabbricati), Finalità (Terreni), Altra Finalita (specificare), Natura giuridica del bene, Superficie (mq), Cubatura (mc), Superficie aree pertinenziali (mq), Valore di bilancio dell'unità immobiliare/terreno, Valore di mercato dell'unità immobiliare/terreno, Anno della stima del valore di mercato, Epoca di costruzione dell'immobile, Vincolo culturale Paesaggistico, Terreno edificabile, Diritti di superficie esistenti a favore di terzi, Iscrizione di ipoteche sul bene, Proprietario, Altro Ente Proprietario, Note/Osservazioni",1,1,1,1,1,1,,,"http://it.dbpedia.org/resource/Novara"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareRoma","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.roma.it/PCR/resources/cms/documents/RESIDENZIALE1.pdf","http://www.comune.roma.it/wps/portal/pcr?jppagecode=dip_ben_imm.wp","comune, matricola ibu, matricola uib, tipo uib, indirizzo, civico, scala, piano, interno, municipio",1,1,1,0,0,0,,,"http://it.dbpedia.org/resource/Roma"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareTorino","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.torino.it/amministrazionetrasparente/bm~doc/immobili_2013.csv","http://www.comune.torino.it/amministrazionetrasparente/beni-immobili/patrimonio/index.shtml","comune,indirizzo, numero civico, tipologia immobile",1,1,0,0,0,0,,,"http://it.dbpedia.org/resource/Torino"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareTortol-C3-AC","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comuneditortoli.it/portale_comune/public/allegati_contenuti/1025432816_PIANO_ALIENAZIONI_2012.pdf","http://www.comuneditortoli.it/portale_comune/portale/dettagli_contenuto.asp?id_contenuto=322","Descrizione dell'immobile e relativa ubicazione , attuale destinazione ,  FG , Particella , sub. , Superficie mq  , Valore al mq ,  Valore , Intervento previsto , 2012 , 2013 , 2014",1,1,1,1,0,1,,,"http://it.dbpedia.org/resource/Tortol%C3%AC"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareVerbania","http://trasparenza.nexacenter.org/id/Doc","http://www.comune.verbania.it/content/download/18644/196428/file/da%20pubblicare%20-%2019_09_2013%20.doc","http://www.comune.verbania.it/Amministrazione/Amministrazione-Trasparente/Beni-immobili-e-gestione-patrimonio/Patrimonio-immobiliare","immobile, locatario, contratti,canone 2012, indirizzo, tipologia, scadenza",1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Verbania"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareVercelli","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.vercelli.it/cms/it/download-documenti-e-moduli/patrimonio-immobiliare/download.html","http://www.comune.vercelli.it/cms/it/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio.html?Itemid=677","codice, descrizione, unita' immobil. denominatore, foglio di mappa n°mappale/ particella, categoria catastale classe catastale, comune censuraio, reddito catastale, reddito effettivo",0,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Vercelli"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliarePrato","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.prato.it/trasparenza/immobili-patrimonio/patrimonio-immobiliare/xls/patrimonio-immobiliare-2013.xls","http://www.comune.prato.it/trasparenza/immobili-patrimonio/patrimonio-immobiliare/home.htm","Codice inventario comunale ,	Denominazione del bene immobiliare , Ubicazione , Proprietà , Classe Giuridica , Classe Inventariale , Valore di Acquisizione , Superficie  lorda in mq , Sup. Netta , Superficie esterna in mq",1,0,0,1,0,1,,,"http://it.dbpedia.org/resource/Prato"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareRagusa","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.ragusa.gov.it/amministrazione/_allegati/_beni_immobili/patrimonio_2014.pdf","http://www.comune.ragusa.gov.it/amministrazione/beni_immobili.html","Intestatario , Catasto , Titolarità , Verifica ,  Ubicazione , Foglio , Part.la , Sub , C.tg , Classamento , classe , consistenza , Partita , Dati Catastali , Vincoli , Mq. , Dati , Tipologia Bene ,  Valore  , viabilità , Stato conservativo , Stima odierna",1,0,1,1,0,1,,,"http://it.dbpedia.org/resource/Ragusa"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareRavenna","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.ra.it/content/download/417038/4879629/file/TERRENI%20%202012trasparenza.pdf","http://www.comune.ra.it/Amministrazione-Trasparente/Beni-immobili-e-gestione-patrimonio/Patrimonio-immobiliare","C. Imm Descrizione Immobile , CAP_COMUNE , DESCRIZIONE_LOCALI , INDIRIZZO , COMUNE_CATASTA , SEZIONE_PARTICELLA , SUPERFICIE_TOTALE , MISU_VALORE , NATURA_GIURIDICA , FOGLIO_CATASTALE",1,1,1,0,0,1,,,"http://it.dbpedia.org/resource/Ravenna"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareReggioCalabria","http://trasparenza.nexacenter.org/id/Xls","http://www.reggiocal.it/on-line/Home/AreeTematiche/AmministrazioneTrasparente/Beniimmobiliegestionepatrimonio/documento110581.html","http://www.reggiocal.it/on-line/Home/AreeTematiche/AmministrazioneTrasparente/Beniimmobiliegestionepatrimonio/Patrimonioimmobiliare.html","progr. , località ,fg , part , natura , categ. , superficie , destinaz",1,0,1,1,0,0,,,"http://it.dbpedia.org/resource/Reggio_Calabria"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareRieti","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://93.57.94.158:8080/dms/werwer/beni-immobili-e-gestione-patrimonio/patrimonio-immobiliare/terreni/terreni_belmonte.pdf","http://93.57.94.158:8080/home/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/patrimonio-immobiliare.html","Foglio , Mapp , Porz , Ubicazione , Qualità , Classe , Consistenza , Redd. Dom. , Redd. Agr.  , Valore",1,0,1,0,0,1,,,"http://it.dbpedia.org/resource/Rieti"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareRimini","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.rimini.it/filo_diretto/open_data/-patrimonio/pagina38.html","http://www.comune.rimini.it/servizi/amministrazione_trasparente/gestione_patrimonio/patrimonio_immobiliare_trasparenza/","USO , OGGETTO , SCHEDA , VIA , CIVICO , ESPONENTE , FOGLIO , MAPPALE , SUBALTERNO",1,1,1,0,0,0,,,"http://it.dbpedia.org/resource/Rimini"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAsti","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://asti.etrasparenza.it/archiviofile/asti/archivio_file/Immobili.pdf",,"Natura bene, stato, indirizzo, codice comune, sezione (empty), sez urbana (empty), foglio, particella, denom., tipo particella, Sub.",1,1,1,0,1,1,,,"http://it.dbpedia.org/resource/Asti"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAosta","http://trasparenza.nexacenter.org/id/Ods","http://trasparenza.partout.it/wrapper/download/3993","http://trasparenza.partout.it/wrapper/download/3993",,1,1,1,0,0,0,,,"http://it.dbpedia.org/resource/Aosta"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareAncona","http://trasparenza.nexacenter.org/id/Ods","http://www.comune.ancona.it/ankonline/it/amministrazione_trasparente/patrimonio/immobiliare/inventario-beni-immobili-2013.html",,,1,1,1,0,0,0,,,"http://it.dbpedia.org/resource/Ancona"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareImperia","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.imperia.it/im/sites/default/files/IMMOBILI.zip","http://www.comune.imperia.it/im/node/29","Ubicazione , Descrizione sommaria dell'immobile , Titolo , Descrizione Impiantistica , Provenienza , Dati catastali , Confini , Annotazioni , Responsabile , Categoria , Aliquota ammortamento , Sub-categoria , Valore del bene , Fondo ammortamento , Residuo da ammortizzare",1,1,1,0,0,1,,1,"http://it.dbpedia.org/resource/Imperia"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareSalerno",,,"http://www.comune.salerno.it/client/scheda.aspx?scheda=5426&stile=4&ti=1",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Salerno"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareIglesias",,,"http://www.comune.iglesias.ca.it/it/230/amministrazione-trasparente/827.825/patrimonio-immobiliare-.html",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Iglesias_%28Italia%29"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareIsernia",,,"http://egov.hseweb.it/isernia/zf/index.php/trasparenza/index/index/categoria/122",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Isernia"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareRovigo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.rovigo.it/MyPortal/comuneRovigo/extra/uffici/cdg/PATRIMONIO-IMMOBILIARE-COMUNE-DI-ROVIGO-INVENTARIO_2012.pdf","http://www.comune.rovigo.it/portal/page/portal/PG_PORTALE_METROPOLITANO/AB_COMUNEASSET1/PG_BACHECA/Amministrazione%20trasparente/Beni%20immobili%20e%20gestione%20patrimonio","Descrizione raggruppamento , Cod. , Descrizione Denominazione , Dist.ne , Descrizione ,  Descrizione uso , Ubicazione , Data acquisto , Descrizione titolo , Stato monumento , Valutazione , Valore inventario",1,1,0,0,1,1,,,"http://it.dbpedia.org/resource/Rovigo"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareFrosinone","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://trasparenza.comune.frosinone.it/archiviofile/frosinone/archivio_file/Documentazione_PDF/ELENCO_FABBRICATI_PROPRIETA_COMUNALE.pdf","http://trasparenza.comune.frosinone.it/pagina734_patrimonio-immobiliare.html","Tipologia , Descrizione , Categoria , Ubicazione Catastale , Foglio , Part. , Sub , Part1 , Sub1 , zona Cens. , Categ. , Classe , Vani , Sup. mq , Vol mc , Rendita Catastale , Valore da Rendita Catastale , Valore al Costo",1,1,1,1,0,1,,,"http://it.dbpedia.org/resource/Frosinone"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareGenova","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.genova.it/sites/default/files/trasparenza_arte.csv","http://www.comune.genova.it/content/patrimonio-immobiliare","Proprietà, Municipio, Quartiere, Codice Strada Comune di Genova, Via, Civ, nt",1,1,0,0,0,0,,,"http://it.dbpedia.org/resource/Genova"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareGiuglianoinCampania","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.giugliano.na.it/allegati/3847INVENTARIO_DEI_BENI_IMMOBILI_PATRIMONIALI.pdf","http://www.comune.giugliano.na.it/index.php?param=z&tipo=749&sottomenu=147&ufficio=385&serv=793","DENOMINAZIONE ED UBICAZIONE DEI BENI ,  DESCRIZIONE SOMMARIA , TITOLO , VALORE IN EURO ,  OSSERVAZION",1,1,1,1,1,1,,,"http://it.dbpedia.org/resource/Giugliano_in_Campania"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareGorizia","http://trasparenza.nexacenter.org/id/Pdf_raster","http://www3.comune.gorizia.it/sites/default/files/Patrimonio%20immobiliare%2031122012.pdf","http://www3.comune.gorizia.it/en/node/9183","COD , Ubicazione , p.c. , Val. 01.01.2012 , Var. 2012 , Val. 31.12.2012",1,1,0,0,0,1,,,"http://it.dbpedia.org/resource/Gorizia"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareGrosseto","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://web.comune.grosseto.it/comune//fileadmin/user_upload/trasparenza/governo_territorio/Elenco_immobili_fabbricati_Comune_di_Grosseto_2012.pdf","http://web.comune.grosseto.it/comune//index.php?id=4017","Indirizzo , F. , Num. , Sub. , Cat.  , Rendita",1,1,1,0,0,1,,,"http://it.dbpedia.org/resource/Grosseto"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareBolzano",,,"http://www.comune.bolzano.it/context.jsp?ID_LINK=4341&area=154",,0,0,0,0,0,0,1,,"http://it.dbpedia.org/resource/Bolzano"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareViterbo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.viterbo.it/flex/cm/pages/ServeAttachment.php/L/IT/D/4%252F8%252F9%252FD.a1d20f47249144dd0dfa/P/BLOB%3AID%3D7449","http://www.comune.viterbo.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/7449","utilizzo , Attività commerciali alloggi e terreni in locazione , ubicazione , rendita catastale , mq , valore fiscale ,  in uso , canone mensile",1,1,0,1,0,1,,,"http://it.dbpedia.org/resource/Viterbo"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareOristano","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.oristano.it/.galleries/doc-amministrazione_trasparente/fabbricatipatrimonioDISPONIBILE.pdf","http://www.comune.oristano.it/it/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/patrimonio-immobiliare/","ID , Descrizione , Comune , Data di Acquisizione",1,1,0,0,0,0,,,"http://it.dbpedia.org/resource/Oristano"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliarePadova","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.padovanet.it/allegati/C_1_Allegati_17123_Allegato.pdf","http://www.padovanet.it/dettaglio.jsp?tasstipo=S&tassid=2457&id=17629#.VDOzCq2KhoA","Tipo , Comune , Via ,  Nome via , CANONE INIZIALE DA CONTRATTO ,  CANONE AGGIORNATO , Foglio NCTR , area , locali , uso , CT Fg , CT mapp",1,1,1,0,0,1,,,"http://it.dbpedia.org/resource/Padova"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliarePalermo","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.palermo.it/js/server/uploads/trasparenza_all/_07052014193658.pdf","http://www.comune.palermo.it/amministrazione_trasparente.php?sel=14","descrizione/tipologia, natura del bene, indirizzo",1,0,0,0,0,0,,,"http://it.dbpedia.org/resource/Palermo"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareParma","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.parma.it/comune/Handlers/Document.ashx?id=d2c0dcea-f4fe-4235-8f76-332c38156c97&tipo=ord","http://www.comune.parma.it/comune/Amministrazione-Trasparente_Beni-immobili-e-gestione-patrimonio/Patrimonio-immobiliare_m73.aspx#Beni%20immobili","COD_EDIF , Quartiere , n. Quart. , Gestione , bilancio anno , DENOMINAZIONE , destinazione , Comune , F. , map. CT , map. CEU , tipo_via , via , PD-PI-D , Valore di Bilancio al 31/12/2012",1,0,1,0,0,1,,,"http://it.dbpedia.org/resource/Parma"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliarePavia","http://trasparenza.nexacenter.org/id/Csv","http://www.comune.pv.it/site/home/il-comune/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/documento13249.html","http://www.comune.pv.it/site/home/il-comune/amministrazione-trasparente/beni-immobili-e-gestione-patrimonio/docCatpatrimonio-immobiliare.2208.1.20.1.1.html","Natura del bene , Stato di accatastamento ,	Tipo di catasto , Localizzazione Geografica , Indirizzo , Numero civico , Denominazione del bene	, Codice Comune (Ordinario) , Codice Comune (Tavolare)	, Sezione Amministrativa/Censuaria , Sezione Urbana Catasto , Foglio Catasto (Ordinario) , Foglio Catasto (Tavolare) , Particella/Mappale Catasto (Ordinario) , Particella/Mappale Catasto (Tavolare) , Denominatore , Catasto (Tavolare) , Tipo Particella Catasto (Tavolare) , Subalterno ,	Titolo di utilizzo/detenzione , Immobile/terreno in comproprietà	, Tipologia dell'immobile ,	Tipologia del terreno ,	Utilizzo del bene immobile ,	Finalità (Fabbricati) ,	Finalità(Terreni) ,	Altra Finalita (specificare) ,	Natura giuridica del bene	Superficie (mq) ,Cubatura (mc) , Superficie aree pertinenziali (mq) , Valore di bilancio dell'unità immobiliare/tereno , Valore di mercato dell'unità immobiliare/terreno , Anno della stima del valore di mercato , Epoca di costruzione dell'immobile ,	Vincolo culturale Paesaggistico , Terreno edificabile ,	Diritti di superficie esistenti a favore di terzi ,	Iscrizione di ipoteche sul bene	Proprietario ,	Altro Ente Proprietario , Note/Osservazioni",1,0,1,1,0,0,,,"http://it.dbpedia.org/resource/Pavia"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliarePesaro","http://trasparenza.nexacenter.org/id/Xls","http://www.comune.pesaro.pu.it/fileadmin/user_upload/ALLEGATI2007/AMMINISTRAZIONE_TRASPARENTE/PATRIMONIO/2014_07_31_FABBRICATI.xls","http://www.comune.pesaro.pu.it/index.php?id=15034","Immobile , Scheda_Patrimoniale , Cond.Giuridica , Cap_Comune ,	Indirizzo ,	Numero_Civico , Comune_Catastale , Sezione_Catastale , Foglio_Catastale ,	Particella_Catastale , Subalterno_Catastale",1,1,1,0,0,0,,,"http://it.dbpedia.org/resource/Pesaro"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliarePescara","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.pescara.it/UserFiles/utenti/File/trasparenza/patrimonio_immobiliare.pdf","http://www.comune.pescara.it/internet/index.php?navBackPage=747&codice=77","Edificio , Via , Anno Costr. , Anno Ristrutt. , FG , PART. , Cat.",1,0,1,0,1,0,,,"http://it.dbpedia.org/resource/Pescara"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareSassari","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://www.comune.sassari.it/comune/amministrazione_trasparente/beni_immobili_patrimonio/elenco_unita_immobiliari_comune_di_sassari.pdf","http://www.comune.sassari.it/comune/amministrazione_trasparente/beni_immobili_patrimonio/patrimonio_immobiliare.htm","Comune , Foglio , Mappale , Sub. , Indirizzo , Natura , Destinazione Catastale , Zona , Cat. , CL , Consist.",1,0,1,1,0,0,,,"http://it.dbpedia.org/resource/Sassari"
"http://trasparenza.nexacenter.org/id/PatrimonioImmobiliareSavona","http://trasparenza.nexacenter.org/id/Pdf_vettoriale","http://cityportal.comune.savona.it:8087/cityportal/publicArea/FileSystemExplorer.jsf?baseDirId=3&directory=BeniMobilieGestionePatrimonio/PatrimonioImmobiliare","http://cityportal.comune.savona.it:8087/cityportal/publicArea/FileSystemExplorer.jsf?baseDirId=3&directory=BeniMobilieGestionePatrimonio/PatrimonioImmobiliare","Comune , Indirizzo , FOglio , Particella , Sub , Descrizione , Utilizzo",1,0,1,0,0,0,,,"http://it.dbpedia.org/resource/Savona"
